entity_uuid,competitor_uuid,created_at,updated_at
6b0105ab-a0b8-864c-571d-7016f5de678f,d7b4d44a-a3a2-c0c5-ae22-87e31ca6e4a5,2016-10-21 09:44:04.586616,2016-10-21 09:44:04.586323
6b0105ab-a0b8-864c-571d-7016f5de678f,d7b4d44a-a3a2-c0c5-ae22-87e31ca6e4a5,2016-10-21 09:44:04.586616,2016-10-21 09:44:04.586323
6b0105ab-a0b8-864c-571d-7016f5de678f,d7b4d44a-a3a2-c0c5-ae22-87e31ca6e4a5,2016-10-21 09:44:04.586616,2016-10-21 09:44:04.586323
6b0105ab-a0b8-864c-571d-7016f5de678f,d7b4d44a-a3a2-c0c5-ae22-87e31ca6e4a5,2016-10-21 09:44:04.586616,2016-10-21 09:44:04.586323
6b0105ab-a0b8-864c-571d-7016f5de678f,d7b4d44a-a3a2-c0c5-ae22-87e31ca6e4a5,2016-10-21 09:44:04.586616,2016-10-21 09:44:04.586323
6b0105ab-a0b8-864c-571d-7016f5de678f,d7b4d44a-a3a2-c0c5-ae22-87e31ca6e4a5,2016-10-21 09:44:04.586616,2016-10-21 09:44:04.586323
6b0105ab-a0b8-864c-571d-7016f5de678f,d7b4d44a-a3a2-c0c5-ae22-87e31ca6e4a5,2016-10-21 09:44:04.586616,2016-10-21 09:44:04.586323
6b0105ab-a0b8-864c-571d-7016f5de678f,d7b4d44a-a3a2-c0c5-ae22-87e31ca6e4a5,2016-10-21 09:44:04.586616,2016-10-21 09:44:04.586323
6b0105ab-a0b8-864c-571d-7016f5de678f,d7b4d44a-a3a2-c0c5-ae22-87e31ca6e4a5,2016-10-21 09:44:04.586616,2016-10-21 09:44:04.586323
6b0105ab-a0b8-864c-571d-7016f5de678f,c65706f4-151e-e3b9-df6f-7b581e8bcd71,2016-10-21 09:43:34.361597,2016-10-21 09:43:34.361264
6b0105ab-a0b8-864c-571d-7016f5de678f,c65706f4-151e-e3b9-df6f-7b581e8bcd71,2016-10-21 09:43:34.361597,2016-10-21 09:43:34.361264
6b0105ab-a0b8-864c-571d-7016f5de678f,c65706f4-151e-e3b9-df6f-7b581e8bcd71,2016-10-21 09:43:34.361597,2016-10-21 09:43:34.361264
6b0105ab-a0b8-864c-571d-7016f5de678f,c65706f4-151e-e3b9-df6f-7b581e8bcd71,2016-10-21 09:43:34.361597,2016-10-21 09:43:34.361264
6b0105ab-a0b8-864c-571d-7016f5de678f,c65706f4-151e-e3b9-df6f-7b581e8bcd71,2016-10-21 09:43:34.361597,2016-10-21 09:43:34.361264
6b0105ab-a0b8-864c-571d-7016f5de678f,c65706f4-151e-e3b9-df6f-7b581e8bcd71,2016-10-21 09:43:34.361597,2016-10-21 09:43:34.361264
6b0105ab-a0b8-864c-571d-7016f5de678f,c65706f4-151e-e3b9-df6f-7b581e8bcd71,2016-10-21 09:43:34.361597,2016-10-21 09:43:34.361264
6b0105ab-a0b8-864c-571d-7016f5de678f,c65706f4-151e-e3b9-df6f-7b581e8bcd71,2016-10-21 09:43:34.361597,2016-10-21 09:43:34.361264
6b0105ab-a0b8-864c-571d-7016f5de678f,c65706f4-151e-e3b9-df6f-7b581e8bcd71,2016-10-21 09:43:34.361597,2016-10-21 09:43:34.361264
6b0105ab-a0b8-864c-571d-7016f5de678f,c65706f4-151e-e3b9-df6f-7b581e8bcd71,2016-10-21 09:43:34.361597,2016-10-21 09:43:34.361264
6b0105ab-a0b8-864c-571d-7016f5de678f,c65706f4-151e-e3b9-df6f-7b581e8bcd71,2016-10-21 09:43:34.361597,2016-10-21 09:43:34.361264
6b0105ab-a0b8-864c-571d-7016f5de678f,a0f5537c-5fc9-3a79-b787-9d9f9ff5bade,2016-10-21 09:43:15.185158,2016-10-21 09:43:15.184625
6b0105ab-a0b8-864c-571d-7016f5de678f,a0f5537c-5fc9-3a79-b787-9d9f9ff5bade,2016-10-21 09:43:15.185158,2016-10-21 09:43:15.184625
6b0105ab-a0b8-864c-571d-7016f5de678f,a0f5537c-5fc9-3a79-b787-9d9f9ff5bade,2016-10-21 09:43:15.185158,2016-10-21 09:43:15.184625
6b0105ab-a0b8-864c-571d-7016f5de678f,a0f5537c-5fc9-3a79-b787-9d9f9ff5bade,2016-10-21 09:43:15.185158,2016-10-21 09:43:15.184625
6b0105ab-a0b8-864c-571d-7016f5de678f,a0f5537c-5fc9-3a79-b787-9d9f9ff5bade,2016-10-21 09:43:15.185158,2016-10-21 09:43:15.184625
6b0105ab-a0b8-864c-571d-7016f5de678f,a0f5537c-5fc9-3a79-b787-9d9f9ff5bade,2016-10-21 09:43:15.185158,2016-10-21 09:43:15.184625
6b0105ab-a0b8-864c-571d-7016f5de678f,a0f5537c-5fc9-3a79-b787-9d9f9ff5bade,2016-10-21 09:43:15.185158,2016-10-21 09:43:15.184625
6b0105ab-a0b8-864c-571d-7016f5de678f,a0f5537c-5fc9-3a79-b787-9d9f9ff5bade,2016-10-21 09:43:15.185158,2016-10-21 09:43:15.184625
6b0105ab-a0b8-864c-571d-7016f5de678f,a0f5537c-5fc9-3a79-b787-9d9f9ff5bade,2016-10-21 09:43:15.185158,2016-10-21 09:43:15.184625
6b0105ab-a0b8-864c-571d-7016f5de678f,a0f5537c-5fc9-3a79-b787-9d9f9ff5bade,2016-10-21 09:43:15.185158,2016-10-21 09:43:15.184625
6b0105ab-a0b8-864c-571d-7016f5de678f,a0f5537c-5fc9-3a79-b787-9d9f9ff5bade,2016-10-21 09:43:15.185158,2016-10-21 09:43:15.184625
6b0105ab-a0b8-864c-571d-7016f5de678f,98662b66-ebce-d555-bb6f-34cbd5de440f,2016-10-21 09:41:14.984773,2016-10-21 09:41:14.984545
6b0105ab-a0b8-864c-571d-7016f5de678f,98662b66-ebce-d555-bb6f-34cbd5de440f,2016-10-21 09:41:14.984773,2016-10-21 09:41:14.984545
6b0105ab-a0b8-864c-571d-7016f5de678f,98662b66-ebce-d555-bb6f-34cbd5de440f,2016-10-21 09:41:14.984773,2016-10-21 09:41:14.984545
6b0105ab-a0b8-864c-571d-7016f5de678f,98662b66-ebce-d555-bb6f-34cbd5de440f,2016-10-21 09:41:14.984773,2016-10-21 09:41:14.984545
6b0105ab-a0b8-864c-571d-7016f5de678f,98662b66-ebce-d555-bb6f-34cbd5de440f,2016-10-21 09:41:14.984773,2016-10-21 09:41:14.984545
6b0105ab-a0b8-864c-571d-7016f5de678f,98662b66-ebce-d555-bb6f-34cbd5de440f,2016-10-21 09:41:14.984773,2016-10-21 09:41:14.984545
6b0105ab-a0b8-864c-571d-7016f5de678f,98662b66-ebce-d555-bb6f-34cbd5de440f,2016-10-21 09:41:14.984773,2016-10-21 09:41:14.984545
6b0105ab-a0b8-864c-571d-7016f5de678f,98662b66-ebce-d555-bb6f-34cbd5de440f,2016-10-21 09:41:14.984773,2016-10-21 09:41:14.984545
6b0105ab-a0b8-864c-571d-7016f5de678f,98662b66-ebce-d555-bb6f-34cbd5de440f,2016-10-21 09:41:14.984773,2016-10-21 09:41:14.984545
6b0105ab-a0b8-864c-571d-7016f5de678f,98662b66-ebce-d555-bb6f-34cbd5de440f,2016-10-21 09:41:14.984773,2016-10-21 09:41:14.984545
6b0105ab-a0b8-864c-571d-7016f5de678f,98662b66-ebce-d555-bb6f-34cbd5de440f,2016-10-21 09:41:14.984773,2016-10-21 09:41:14.984545
6b0105ab-a0b8-864c-571d-7016f5de678f,43354b45-87b7-43f8-3014-9b1f1adb0a04,2016-10-21 09:35:42.494397,2016-10-21 09:35:42.494096
6b0105ab-a0b8-864c-571d-7016f5de678f,43354b45-87b7-43f8-3014-9b1f1adb0a04,2016-10-21 09:35:42.494397,2016-10-21 09:35:42.494096
6b0105ab-a0b8-864c-571d-7016f5de678f,43354b45-87b7-43f8-3014-9b1f1adb0a04,2016-10-21 09:35:42.494397,2016-10-21 09:35:42.494096
6b0105ab-a0b8-864c-571d-7016f5de678f,43354b45-87b7-43f8-3014-9b1f1adb0a04,2016-10-21 09:35:42.494397,2016-10-21 09:35:42.494096
6b0105ab-a0b8-864c-571d-7016f5de678f,43354b45-87b7-43f8-3014-9b1f1adb0a04,2016-10-21 09:35:42.494397,2016-10-21 09:35:42.494096
6b0105ab-a0b8-864c-571d-7016f5de678f,43354b45-87b7-43f8-3014-9b1f1adb0a04,2016-10-21 09:35:42.494397,2016-10-21 09:35:42.494096
6b0105ab-a0b8-864c-571d-7016f5de678f,43354b45-87b7-43f8-3014-9b1f1adb0a04,2016-10-21 09:35:42.494397,2016-10-21 09:35:42.494096
6b0105ab-a0b8-864c-571d-7016f5de678f,43354b45-87b7-43f8-3014-9b1f1adb0a04,2016-10-21 09:35:42.494397,2016-10-21 09:35:42.494096
6b0105ab-a0b8-864c-571d-7016f5de678f,43354b45-87b7-43f8-3014-9b1f1adb0a04,2016-10-21 09:35:42.494397,2016-10-21 09:35:42.494096
6b0105ab-a0b8-864c-571d-7016f5de678f,43354b45-87b7-43f8-3014-9b1f1adb0a04,2016-10-21 09:35:42.494397,2016-10-21 09:35:42.494096
6b0105ab-a0b8-864c-571d-7016f5de678f,43354b45-87b7-43f8-3014-9b1f1adb0a04,2016-10-21 09:35:42.494397,2016-10-21 09:35:42.494096
6b0105ab-a0b8-864c-571d-7016f5de678f,6972b9ad-e311-b16a-a63f-d4c88fd7d53a,2016-10-21 09:35:19.19779,2016-10-21 09:35:19.197543
6b0105ab-a0b8-864c-571d-7016f5de678f,6972b9ad-e311-b16a-a63f-d4c88fd7d53a,2016-10-21 09:35:19.19779,2016-10-21 09:35:19.197543
6b0105ab-a0b8-864c-571d-7016f5de678f,6972b9ad-e311-b16a-a63f-d4c88fd7d53a,2016-10-21 09:35:19.19779,2016-10-21 09:35:19.197543
6b0105ab-a0b8-864c-571d-7016f5de678f,6972b9ad-e311-b16a-a63f-d4c88fd7d53a,2016-10-21 09:35:19.19779,2016-10-21 09:35:19.197543
6b0105ab-a0b8-864c-571d-7016f5de678f,6972b9ad-e311-b16a-a63f-d4c88fd7d53a,2016-10-21 09:35:19.19779,2016-10-21 09:35:19.197543
6b0105ab-a0b8-864c-571d-7016f5de678f,6972b9ad-e311-b16a-a63f-d4c88fd7d53a,2016-10-21 09:35:19.19779,2016-10-21 09:35:19.197543
6b0105ab-a0b8-864c-571d-7016f5de678f,6972b9ad-e311-b16a-a63f-d4c88fd7d53a,2016-10-21 09:35:19.19779,2016-10-21 09:35:19.197543
6b0105ab-a0b8-864c-571d-7016f5de678f,6972b9ad-e311-b16a-a63f-d4c88fd7d53a,2016-10-21 09:35:19.19779,2016-10-21 09:35:19.197543
6b0105ab-a0b8-864c-571d-7016f5de678f,6972b9ad-e311-b16a-a63f-d4c88fd7d53a,2016-10-21 09:35:19.19779,2016-10-21 09:35:19.197543
6b0105ab-a0b8-864c-571d-7016f5de678f,6972b9ad-e311-b16a-a63f-d4c88fd7d53a,2016-10-21 09:35:19.19779,2016-10-21 09:35:19.197543
6b0105ab-a0b8-864c-571d-7016f5de678f,6972b9ad-e311-b16a-a63f-d4c88fd7d53a,2016-10-21 09:35:19.19779,2016-10-21 09:35:19.197543
11b8a867-64c0-ccac-c14d-a597c18b5003,df535df4-1d9c-ee05-b259-784e5066270e,2016-10-21 09:28:17.225838,2016-10-21 09:28:17.225449
11b8a867-64c0-ccac-c14d-a597c18b5003,df535df4-1d9c-ee05-b259-784e5066270e,2016-10-21 09:28:17.225838,2016-10-21 09:28:17.225449
11b8a867-64c0-ccac-c14d-a597c18b5003,df535df4-1d9c-ee05-b259-784e5066270e,2016-10-21 09:28:17.225838,2016-10-21 09:28:17.225449
11b8a867-64c0-ccac-c14d-a597c18b5003,df535df4-1d9c-ee05-b259-784e5066270e,2016-10-21 09:28:17.225838,2016-10-21 09:28:17.225449
11b8a867-64c0-ccac-c14d-a597c18b5003,86da6213-5b43-6419-4047-472102ccf66f,2016-10-21 09:27:58.282343,2016-10-21 09:27:58.282073
11b8a867-64c0-ccac-c14d-a597c18b5003,86da6213-5b43-6419-4047-472102ccf66f,2016-10-21 09:27:58.282343,2016-10-21 09:27:58.282073
11b8a867-64c0-ccac-c14d-a597c18b5003,86da6213-5b43-6419-4047-472102ccf66f,2016-10-21 09:27:58.282343,2016-10-21 09:27:58.282073
11b8a867-64c0-ccac-c14d-a597c18b5003,86da6213-5b43-6419-4047-472102ccf66f,2016-10-21 09:27:58.282343,2016-10-21 09:27:58.282073
3ccf45be-e9ba-3576-b031-8f06d93e75f1,66fae545-244a-d1a2-fc77-ac9b849e6538,2016-10-21 09:27:29.846377,2016-10-21 09:27:29.846067
3ccf45be-e9ba-3576-b031-8f06d93e75f1,66fae545-244a-d1a2-fc77-ac9b849e6538,2016-10-21 09:27:29.846377,2016-10-21 09:27:29.846067
3ccf45be-e9ba-3576-b031-8f06d93e75f1,66fae545-244a-d1a2-fc77-ac9b849e6538,2016-10-21 09:27:29.846377,2016-10-21 09:27:29.846067
11b8a867-64c0-ccac-c14d-a597c18b5003,b84e53fa-bc1a-af3c-0e4d-4d84658cf2ac,2016-10-21 09:27:27.849035,2016-10-21 09:27:27.848738
11b8a867-64c0-ccac-c14d-a597c18b5003,b84e53fa-bc1a-af3c-0e4d-4d84658cf2ac,2016-10-21 09:27:27.849035,2016-10-21 09:27:27.848738
11b8a867-64c0-ccac-c14d-a597c18b5003,b84e53fa-bc1a-af3c-0e4d-4d84658cf2ac,2016-10-21 09:27:27.849035,2016-10-21 09:27:27.848738
11b8a867-64c0-ccac-c14d-a597c18b5003,b84e53fa-bc1a-af3c-0e4d-4d84658cf2ac,2016-10-21 09:27:27.849035,2016-10-21 09:27:27.848738
11b8a867-64c0-ccac-c14d-a597c18b5003,51924285-f5bf-1c7a-4cf7-c03bd4c6d38f,2016-10-21 09:27:01.684276,2016-10-21 09:27:01.683841
11b8a867-64c0-ccac-c14d-a597c18b5003,51924285-f5bf-1c7a-4cf7-c03bd4c6d38f,2016-10-21 09:27:01.684276,2016-10-21 09:27:01.683841
11b8a867-64c0-ccac-c14d-a597c18b5003,51924285-f5bf-1c7a-4cf7-c03bd4c6d38f,2016-10-21 09:27:01.684276,2016-10-21 09:27:01.683841
11b8a867-64c0-ccac-c14d-a597c18b5003,51924285-f5bf-1c7a-4cf7-c03bd4c6d38f,2016-10-21 09:27:01.684276,2016-10-21 09:27:01.683841
3ccf45be-e9ba-3576-b031-8f06d93e75f1,6b5f82ac-0556-e4cc-20db-1b1fa273ee0b,2016-10-21 09:27:00.049771,2016-10-21 09:27:00.049178
3ccf45be-e9ba-3576-b031-8f06d93e75f1,6b5f82ac-0556-e4cc-20db-1b1fa273ee0b,2016-10-21 09:27:00.049771,2016-10-21 09:27:00.049178
3ccf45be-e9ba-3576-b031-8f06d93e75f1,6b5f82ac-0556-e4cc-20db-1b1fa273ee0b,2016-10-21 09:27:00.049771,2016-10-21 09:27:00.049178
3ccf45be-e9ba-3576-b031-8f06d93e75f1,2512c90f-9d69-6a57-0f79-e604341e4cf0,2016-10-21 09:26:35.92954,2016-10-21 09:26:35.929315
3ccf45be-e9ba-3576-b031-8f06d93e75f1,2512c90f-9d69-6a57-0f79-e604341e4cf0,2016-10-21 09:26:35.92954,2016-10-21 09:26:35.929315
3ccf45be-e9ba-3576-b031-8f06d93e75f1,2512c90f-9d69-6a57-0f79-e604341e4cf0,2016-10-21 09:26:35.92954,2016-10-21 09:26:35.929315
72dfdba5-576c-3178-8643-85b7c5a66bda,daa42f74-326f-b49b-c3b4-44258083b888,2016-10-21 09:21:32.752788,2016-10-21 09:21:32.752497
72dfdba5-576c-3178-8643-85b7c5a66bda,daa42f74-326f-b49b-c3b4-44258083b888,2016-10-21 09:21:32.752788,2016-10-21 09:21:32.752497
72dfdba5-576c-3178-8643-85b7c5a66bda,daa42f74-326f-b49b-c3b4-44258083b888,2016-10-21 09:21:32.752788,2016-10-21 09:21:32.752497
72dfdba5-576c-3178-8643-85b7c5a66bda,5fb579f7-fe5f-ce2a-6ae2-80aabe78094b,2016-10-21 09:21:13.71921,2016-10-21 09:21:13.718974
72dfdba5-576c-3178-8643-85b7c5a66bda,5fb579f7-fe5f-ce2a-6ae2-80aabe78094b,2016-10-21 09:21:13.71921,2016-10-21 09:21:13.718974
72dfdba5-576c-3178-8643-85b7c5a66bda,5fb579f7-fe5f-ce2a-6ae2-80aabe78094b,2016-10-21 09:21:13.71921,2016-10-21 09:21:13.718974
72dfdba5-576c-3178-8643-85b7c5a66bda,9184610a-3a81-365a-2be1-0d0f4754773c,2016-10-21 09:18:12.149125,2016-10-21 09:18:12.148526
72dfdba5-576c-3178-8643-85b7c5a66bda,9184610a-3a81-365a-2be1-0d0f4754773c,2016-10-21 09:18:12.149125,2016-10-21 09:18:12.148526
72dfdba5-576c-3178-8643-85b7c5a66bda,9184610a-3a81-365a-2be1-0d0f4754773c,2016-10-21 09:18:12.149125,2016-10-21 09:18:12.148526
6d951af7-995d-0ae9-3056-eb5f48609815,3f63fa3d-5550-d0ae-b055-67582f94b959,2016-10-02 15:57:59.613891,2016-10-02 15:57:59.613619
6d951af7-995d-0ae9-3056-eb5f48609815,3f63fa3d-5550-d0ae-b055-67582f94b959,2016-10-02 15:57:59.613891,2016-10-02 15:57:59.613619
6d951af7-995d-0ae9-3056-eb5f48609815,fc177299-8834-737d-1873-b72b79caeb4a,2016-10-02 15:57:25.778432,2016-10-02 15:57:25.77818
6d951af7-995d-0ae9-3056-eb5f48609815,fc177299-8834-737d-1873-b72b79caeb4a,2016-10-02 15:57:25.778432,2016-10-02 15:57:25.77818
9eadf4ff-428c-ec3b-c62d-314df0665240,53e64a6a-f954-7bf3-b505-345db3d6c7bb,2016-10-01 10:13:52.222529,2016-10-01 10:13:52.222232
2d74de6d-6279-91e3-80f6-ada66d9b67bb,42fed0be-6f1e-4f11-81cc-ad9c464161fa,2016-08-31 16:11:15.006517,2016-08-31 16:11:15.006103
6d951af7-995d-0ae9-3056-eb5f48609815,560c6b85-f7b7-b5cd-d60c-ef9652882353,2016-07-04 08:54:18.271249,2016-07-04 08:54:18.270856
6d951af7-995d-0ae9-3056-eb5f48609815,560c6b85-f7b7-b5cd-d60c-ef9652882353,2016-07-04 08:54:18.271249,2016-07-04 08:54:18.270856
6d951af7-995d-0ae9-3056-eb5f48609815,79c5355f-3d35-0e57-b09d-cd9a1d21dc7e,2016-07-04 08:52:55.290525,2016-07-04 08:52:55.290297
6d951af7-995d-0ae9-3056-eb5f48609815,79c5355f-3d35-0e57-b09d-cd9a1d21dc7e,2016-07-04 08:52:55.290525,2016-07-04 08:52:55.290297
2d74de6d-6279-91e3-80f6-ada66d9b67bb,6869d890-52b9-3ad5-849f-5d66aeab9081,2016-01-30 15:55:06.288677,2016-01-30 15:55:06.288232
e328c035-4ffb-1427-2fb6-485baa9d754c,d1f1c424-c617-dca0-016e-5250aa8ad9bf,2015-10-30 00:35:25.729326,2015-10-30 00:35:25.729076
df662812-7f97-0b43-9d3e-12f64f504fbb,2a5fa1db-4075-04fb-d76c-372158a3a2c8,2015-07-31 06:55:29,2015-07-31 06:55:29
df662812-7f97-0b43-9d3e-12f64f504fbb,2a5fa1db-4075-04fb-d76c-372158a3a2c8,2015-07-31 06:55:29,2015-07-31 06:55:29
df662812-7f97-0b43-9d3e-12f64f504fbb,f7622fc1-d714-55b2-bc6c-41da4587571d,2015-05-05 14:18:12,2015-05-05 14:18:13
df662812-7f97-0b43-9d3e-12f64f504fbb,f7622fc1-d714-55b2-bc6c-41da4587571d,2015-05-05 14:18:12,2015-05-05 14:18:13
df662812-7f97-0b43-9d3e-12f64f504fbb,0a110f50-3fb0-9926-badd-bb62b7ab7cbb,2015-01-13 17:26:55,2015-01-13 17:26:56
df662812-7f97-0b43-9d3e-12f64f504fbb,0a110f50-3fb0-9926-badd-bb62b7ab7cbb,2015-01-13 17:26:55,2015-01-13 17:26:56
df662812-7f97-0b43-9d3e-12f64f504fbb,4e3475fb-8efb-71d9-2e0c-377546fa123c,2015-01-13 17:26:41,2015-01-13 17:26:42
df662812-7f97-0b43-9d3e-12f64f504fbb,4e3475fb-8efb-71d9-2e0c-377546fa123c,2015-01-13 17:26:41,2015-01-13 17:26:42
df662812-7f97-0b43-9d3e-12f64f504fbb,29f9a558-5f22-44b7-5b98-6b058a36777e,2014-05-07 12:38:42,2014-05-07 12:38:42
df662812-7f97-0b43-9d3e-12f64f504fbb,29f9a558-5f22-44b7-5b98-6b058a36777e,2014-05-07 12:38:42,2014-05-07 12:38:42
df662812-7f97-0b43-9d3e-12f64f504fbb,18cf5e6e-e986-11c2-fe62-81c6e4b1152d,2014-04-20 10:51:52,2014-04-20 10:51:52
df662812-7f97-0b43-9d3e-12f64f504fbb,18cf5e6e-e986-11c2-fe62-81c6e4b1152d,2014-04-20 10:51:52,2014-04-20 10:51:52
df662812-7f97-0b43-9d3e-12f64f504fbb,8843b4a1-19c0-390b-507c-e6639ac8e8f4,2014-04-20 10:46:11,2014-04-20 10:46:11
df662812-7f97-0b43-9d3e-12f64f504fbb,8843b4a1-19c0-390b-507c-e6639ac8e8f4,2014-04-20 10:46:11,2014-04-20 10:46:11
df662812-7f97-0b43-9d3e-12f64f504fbb,b1e59602-903a-3936-6793-513ffd5a3ecb,2014-04-20 10:46:10,2014-04-20 10:46:10
df662812-7f97-0b43-9d3e-12f64f504fbb,b1e59602-903a-3936-6793-513ffd5a3ecb,2014-04-20 10:46:10,2014-04-20 10:46:10
