entity_uuid,fund_uuid,fund_name,started_on,announced_on,raised_amount,raised_amount_currency_code,created_at,updated_at
b51ff078-c9d9-9f51-681d-4f9ac888e070,35a6f12f-e3ad-1d64-7ac9-a5195ff96d43,"2007 ""Consumer"" Fund",2007-07-09,,300000000,USD,2009-01-21 03:43:12,2014-04-20 12:19:49
56e40f50-97c7-2a77-255d-1d97d5f30646,0d6eeb32-ebbf-09c5-61f8-2db8f44bcfac,500 Startups III-A,2013-10-15,,26867000,USD,2013-10-16 11:22:52,2014-08-02 22:38:01
b08efc27-da40-505a-6f9d-c9e14247bf36,6e185c54-bfbe-dc54-c336-0871b229d920,Accel Fund,2008-12-01,,10000000000,USD,2009-10-22 22:43:59,2014-04-20 12:20:02
b08efc27-da40-505a-6f9d-c9e14247bf36,d0ff1222-a890-43a7-30bb-d83350c9f1cb,Accel Growth Fund 3,2014-03-19,,1000000000,USD,2014-05-31 08:03:08,2014-09-10 23:17:08
b08efc27-da40-505a-6f9d-c9e14247bf36,694529bc-2e44-1d6e-e373-20356b3a8b32,Accel Growth Fund II,2011-06-16,,875000000,USD,2011-06-17 03:56:47,2014-04-20 12:20:20
b08efc27-da40-505a-6f9d-c9e14247bf36,f4b44840-124c-3800-4f19-a64ec7d7f0bc,Accel India Fund III,2011-11-16,,155000000,USD,2011-11-17 02:04:13,2014-04-20 12:19:54
b08efc27-da40-505a-6f9d-c9e14247bf36,76466947-3d03-ae50-7947-e67630765f20,Accel London IV,2013-03-21,,475000000,USD,2013-02-08 04:23:55,2014-04-20 12:20:18
b08efc27-da40-505a-6f9d-c9e14247bf36,54b3367d-616d-45d5-6514-ad84a5697126,Accel XI,2011-06-16,,475000000,USD,2011-06-17 03:56:47,2014-04-20 12:20:20
93c87ab7-7cee-5c54-9941-104693dbbdba,5bbb47a0-96da-a262-ae6e-bb32760ad98d,Amidzad Partners,1999-01-01,,,USD,2013-04-30 16:47:32,2014-04-20 12:19:46
902deab4-ec41-68ce-d9df-c0c959578176,5b7136c7-82b9-5290-eeaa-089769330cba,Angel Fund,2010-02-26,,20000000,USD,2010-02-27 03:05:57,2014-04-20 12:20:22
f3716725-552d-b9b5-59ad-de4ec64b1751,b9033112-74ec-73bb-62ee-11ff50eb249a,AppUpSM Fund,2011-11-15,,100000000,USD,2011-11-16 03:15:21,2014-04-20 12:19:53
7a42b564-4bb6-5864-6cdb-a0100008f3b3,9b293e1a-2749-5073-0053-296352a27a14,Battery Fund,2007-07-06,,750000000,USD,2009-01-21 03:45:49,2014-04-20 12:19:49
7a42b564-4bb6-5864-6cdb-a0100008f3b3,f7817155-7aac-89f2-dfd2-2fa3238851b8,Battery Ventures IX,2010-03-02,,709600000,USD,2010-03-03 01:59:02,2014-04-20 12:20:24
7a42b564-4bb6-5864-6cdb-a0100008f3b3,aae0e741-7b26-1fec-6f02-e2e96f734c32,Battery Ventures X,2013-02-21,,650000000,USD,2013-02-22 02:35:12,2014-04-20 12:20:21
7a42b564-4bb6-5864-6cdb-a0100008f3b3,0d89d53f-9fed-dcaf-69c8-1fbc8b9f6e0c,Battery Ventures X Side Fund,2013-02-21,,250000000,USD,2013-02-22 02:35:12,2014-04-20 12:20:21
fe2d1e8b-f607-3c9f-fad7-98fb8412f77e,19778e64-c22a-19c0-05dd-54ea0337721b,Benchmark Capital Partners VIII LP,2013-12-06,,425000000,USD,2013-12-06 18:10:22,2014-04-20 12:19:51
fe2d1e8b-f607-3c9f-fad7-98fb8412f77e,0db3d0cd-f6fd-f8d4-97f0-89a71c2658f5,Benchmark Capital Partners VII LP,2011-01-14,,425000000,USD,2012-11-08 21:00:56,2014-04-20 12:20:06
beadb218-e5fa-2686-bc95-4dfaa9acc2e8,a3143f74-2c8f-699d-e3a5-07a35da5a9de,Bessemer Venture Partners VIII,2011-04-01,,1600000000,USD,2011-04-02 01:46:46,2014-04-20 12:20:12
4e0cf914-3a8e-c3c2-4ef8-ee6f5e8fdb47,1f541bf5-d52f-907f-cff9-446f45079b6c,Charles River Partnership XIII,2007-04-01,,285000000,USD,2009-03-31 18:54:48,2014-04-20 12:19:53
4e0cf914-3a8e-c3c2-4ef8-ee6f5e8fdb47,4b526b0f-cfcc-79ce-b5f8-26bdaa39d721,Charles River Partnership XIV,2009-03-30,,320000000,USD,2009-03-31 18:54:48,2014-04-20 12:19:53
4e0cf914-3a8e-c3c2-4ef8-ee6f5e8fdb47,756dd026-7566-e8a5-ff4d-973a8432287b,Charles River Partnership XV,2012-02-28,,375000000,USD,2012-02-29 04:46:18,2014-04-20 12:20:10
ac53f2c3-4fd6-45c3-3a21-966c4d950f8f,dd063040-dfb9-4653-1c6a-b6f3f6e980c8,DFJ Fund IV,1997-01-01,,97000000,USD,2013-11-20 09:32:41,2014-04-20 12:20:30
ac53f2c3-4fd6-45c3-3a21-966c4d950f8f,e63ebbc0-d0f2-5734-01ab-b42dc2aa5dc9,DFJ Fund IX,2007-01-01,,690000000,USD,2013-11-20 09:03:53,2014-04-20 12:20:29
ac53f2c3-4fd6-45c3-3a21-966c4d950f8f,c319b882-fffe-172d-0344-c4d1849c7cab,DFJ Fund V,1998-01-01,,196000000,USD,2013-11-20 09:28:31,2014-04-20 12:20:30
ac53f2c3-4fd6-45c3-3a21-966c4d950f8f,d9901e84-5a83-f2de-f5d5-1d2fecab55ba,DFJ Fund VI,1999-01-01,,400000000,USD,2013-11-20 09:25:29,2014-04-20 12:20:30
ac53f2c3-4fd6-45c3-3a21-966c4d950f8f,fee6f65e-566a-4e5c-5dd3-efb74969a14d,DFJ Fund VII,2000-01-01,,660000000,USD,2013-11-20 09:21:27,2014-04-20 12:20:29
ac53f2c3-4fd6-45c3-3a21-966c4d950f8f,4c26c27b-cae0-a073-5689-3597efc18cbc,DFJ Fund VIII,2004-01-01,,440000000,USD,2013-11-20 09:07:13,2014-04-20 12:20:29
ac53f2c3-4fd6-45c3-3a21-966c4d950f8f,82841360-a3fe-8680-3573-2d6188891ed7,DFJ Fund X,2010-07-01,,350000000,USD,2009-01-29 05:26:54,2014-04-20 12:19:51
ac53f2c3-4fd6-45c3-3a21-966c4d950f8f,fab3dc45-da25-02fa-5a2f-52dfa2b63005,DFJ Fund XI,2014-02-04,,325000000,USD,2014-02-04 18:55:57,2014-04-20 12:20:27
043d9e52-dcc0-0dd8-6074-206e42e20e13,6ffdf8b5-dcaa-618d-c935-537821cdcdb5,Dorm Room Fund,2013-09-05,,2000000,USD,2013-09-05 17:10:25,2014-04-20 12:19:55
b08efc27-da40-505a-6f9d-c9e14247bf36,e8a15c72-c8dc-9561-ae18-60acd84f71e9,Early-Stage Fund,2014-03-19,,475000000,USD,2014-03-20 06:57:16,2014-04-20 12:20:14
704baa25-5337-ecb0-71f7-f28c18ad3faa,2b983e12-5f65-7eab-dcf6-b0b78884a0ab,Foundation Capital VII,2013-04-10,,282000000,USD,2012-04-10 02:40:46,2014-04-20 12:20:19
a34c63f0-c277-3e4b-bbfc-1868ca81596d,1f91ce11-a68a-999d-bd3c-fde3ce0aa029,Fund Eleven,2010-10-22,,400000000,USD,2010-10-23 02:45:58,2014-04-20 12:19:54
56e40f50-97c7-2a77-255d-1d97d5f30646,ffa9b13c-cd25-9e75-0bce-824751361bb4,Fund I,2011-08-01,,30000000,USD,2011-08-02 06:02:41,2014-04-20 12:20:26
f5315b3c-bb4c-1828-9b81-2f2103cdb761,b7a6c6c4-bb3f-23ca-566d-b99f99d0ad09,Fund II,1999-01-01,,225000000,USD,2013-07-12 20:03:52,2014-11-20 00:37:49
56e40f50-97c7-2a77-255d-1d97d5f30646,03a2e8c5-9598-56ba-cf08-bc23006455b8,Fund II,2013-10-02,,44100000,USD,2013-05-29 23:25:36,2014-04-20 12:19:55
ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,246c4e93-0f09-0dc6-5f2a-08ab2c29ef6c,Fund II,2010-11-03,,650000000,USD,2010-11-03 20:53:36,2014-04-20 12:19:56
f5315b3c-bb4c-1828-9b81-2f2103cdb761,380f6b73-0496-5f39-d2e4-eef7c8e23a08,Fund III,2001-01-01,,196000000,USD,2013-07-12 20:03:52,2014-11-20 00:38:18
ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,645564c8-8453-6689-b826-b8930cbc2c5a,Fund III,2012-01-31,,1500000000,USD,2011-10-28 02:15:39,2014-04-20 12:19:50
f5315b3c-bb4c-1828-9b81-2f2103cdb761,edd5d16c-e11e-8975-6105-81ce4f395273,Fund IV,2006-01-01,,300000000,USD,2013-07-12 20:03:52,2014-11-20 00:38:54
ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,ca1d2741-9d80-8583-d23a-179fb0c583c1,Fund IV,2014-03-27,,1500000000,USD,2014-03-28 02:40:02,2014-04-20 12:20:17
60b5dade-24ed-84b0-99e2-1ecda554a1ab,a824bc11-bfc7-2f30-afa5-460689fe2af3,Fund IV Early Stage Tech,2009-03-02,,350000000,EUR,2009-03-17 20:44:22,2014-04-20 12:19:53
26bcf130-4aa8-a3b3-3571-1b8f13143370,165df47a-e09d-a39f-a9c2-26b7765f52b5,Fund IX,2012-01-09,,600000000,USD,2012-01-10 04:32:14,2014-04-20 12:20:03
f5315b3c-bb4c-1828-9b81-2f2103cdb761,97ea134e-425e-d660-f56b-10fe6ee91f2c,Fund V,2011-08-03,,230000000,USD,2011-08-04 03:57:21,2014-04-20 12:20:27
f5315b3c-bb4c-1828-9b81-2f2103cdb761,fe837b3e-5ec1-83c3-b133-2a29a6610d02,Fund V,2012-01-01,,250000000,USD,2014-02-26 04:22:10,2014-11-20 00:36:24
60b5dade-24ed-84b0-99e2-1ecda554a1ab,9219c27e-2a06-34bd-4a83-617267e1ed0a,Fund VI,2012-06-17,,350000000,EUR,2012-06-18 02:33:52,2014-04-20 12:19:46
3213cd7d-06e0-3ecb-3359-29aa8deddfa6,ca3a5803-4b42-41e7-ed73-b7516f1bae79,Fund XIV,2012-07-12,,365000000,USD,2012-07-13 02:48:14,2014-04-20 12:19:49
0c867fde-2b9a-df10-fdb9-66b74f355f91,b016b637-bf75-f6c1-768e-c059b71dcb2a,Global Growth Fund,2012-12-17,,700000000,USD,2012-12-18 01:46:44,2014-04-20 12:20:10
ce91bad7-b6d8-e56e-0f45-4763c6c5ca29,76e7a2ab-06ff-ef64-a2fc-4bc5741bf530,Growth fund,2011-04-06,,200000000,USD,2011-04-07 03:04:33,2014-04-20 12:20:13
ed24f9ce-2313-cb8c-8ff2-9de6899ea992,86d56772-3e93-3ed0-4ab2-f624e3d28261,Healthcare Growth Fund,2009-03-01,,194000000,USD,2010-07-08 03:57:51,2014-04-20 12:19:46
b51ff078-c9d9-9f51-681d-4f9ac888e070,3534630c-5358-d02a-3571-5629a1ee9636,Highland Capital Partners VIII Limited Partnership,2009-11-12,,400000000,USD,2009-11-12 22:42:49,2014-04-20 12:20:05
b51ff078-c9d9-9f51-681d-4f9ac888e070,b91ad7c7-001b-1d8b-56e4-2d1db4da6a51,Highland's IX fund,2013-10-13,,400000000,USD,2013-07-17 05:22:36,2014-04-20 12:20:17
60b5dade-24ed-84b0-99e2-1ecda554a1ab,550b7b15-78fa-7fec-e0de-ee71940458cf,Index Ventures Growth I,2008-01-22,,400000000,EUR,2009-10-14 09:49:01,2014-04-20 12:20:00
60b5dade-24ed-84b0-99e2-1ecda554a1ab,7180afd0-c40c-d6cb-4ee3-15efcba1abc8,Index Ventures Growth II,2011-11-08,,500000000,EUR,2011-11-09 03:25:06,2014-04-20 12:19:52
60b5dade-24ed-84b0-99e2-1ecda554a1ab,eb7b32ed-52d6-bf52-2035-878a48735a0e,Index Ventures III,2005-02-28,,300000000,EUR,2009-10-20 19:27:06,2014-04-20 12:20:02
60b5dade-24ed-84b0-99e2-1ecda554a1ab,bd17e0b2-720d-b56c-31f3-8b69478d37e3,Index Ventures IV,2011-06-14,,350000000,EUR,2009-10-20 19:24:27,2014-04-20 12:20:01
3213cd7d-06e0-3ecb-3359-29aa8deddfa6,4575f6b5-2b89-0aa0-c9a6-dafb37a3daad,India Fund,2008-12-09,,110000000,USD,2009-04-22 18:04:09,2014-04-20 12:19:54
f3716725-552d-b9b5-59ad-de4ec64b1751,b95307f1-e801-ab21-d815-fdb5009bac07,Intel Capital China Smart Device Innovation Fund,2014-04-02,,100000000,USD,2014-04-03 03:20:58,2014-04-20 12:20:22
f3716725-552d-b9b5-59ad-de4ec64b1751,de33072d-c459-2bd6-6456-39c4a89c5365,Intel Capital Connected Car Fund,2012-02-29,,100000000,USD,2012-03-01 03:25:15,2014-04-20 12:20:11
f3716725-552d-b9b5-59ad-de4ec64b1751,8826e924-7943-3e2b-2890-2c3ad6b4f556,Intel Capital Experiences and Perceptual Computing Fund,2013-06-04,,100000000,USD,2013-06-05 02:55:04,2014-04-20 12:19:56
0c867fde-2b9a-df10-fdb9-66b74f355f91,a27a5c4f-0daf-dd5f-260a-e685bbce8abe,Israel-focused Fund V,2012-08-23,,200000000,USD,2012-08-24 03:13:16,2015-04-20 22:15:46
fe5a4983-a46a-2fc2-5633-e35e0a86b694,a34adecb-2a53-8a7b-c37d-2f7f0dc18606,Khosla Ventures Seed,2010-01-22,,300000000,USD,2010-01-22 23:49:27,2014-09-12 15:55:36
2d0a5bf0-e53e-9a07-2243-9bcd561421ec,d15c6c0b-47e2-40e7-0d68-ed3b92cf3444,KPCB 15,2012-05-17,,525000000,USD,2012-05-18 02:42:06,2014-04-20 12:20:28
b51ff078-c9d9-9f51-681d-4f9ac888e070,365ff39e-1166-ed0d-7a5c-bdb181eb89b6,Leap Fund,2013-06-20,,25000000,USD,2013-06-21 06:45:52,2014-04-20 12:20:02
60b5dade-24ed-84b0-99e2-1ecda554a1ab,b46a4cca-3286-f062-e158-e3388b4665b2,Life Sciences Fund,2012-03-21,,150000000,EUR,2012-03-22 02:31:00,2015-10-30 20:52:47.778755
0e09f1a3-ab17-d2d6-80a4-4425f38e4078,f097c769-d407-dc54-86ff-be38bf39f4ad,Matrix IX,2009-07-24,,600000000,USD,2009-07-24 17:31:11,2014-04-20 12:19:57
0e09f1a3-ab17-d2d6-80a4-4425f38e4078,08240946-9f0d-6eed-9eef-def36944b4b3,Matrix Partners China II,2011-04-29,,350000000,USD,2011-04-30 02:02:21,2014-04-20 12:20:16
0e09f1a3-ab17-d2d6-80a4-4425f38e4078,e5a33dfd-618d-91df-4bbf-1fad0ac3d151,Matrix Partners India II,2011-04-29,,300000000,USD,2011-04-30 02:02:21,2014-04-20 12:20:16
0e09f1a3-ab17-d2d6-80a4-4425f38e4078,2b4e1141-d2f6-19e4-c9cb-8da5cb6ca315,Matrix X,2013-05-09,,450000000,USD,2013-05-10 12:44:44,2014-04-20 12:19:49
3213cd7d-06e0-3ecb-3359-29aa8deddfa6,01c011bf-fbf4-7b22-5eef-a61fe415c530,Mayfield India II,2014-02-18,,108000000,USD,2014-01-17 06:09:17,2014-04-20 12:20:17
3213cd7d-06e0-3ecb-3359-29aa8deddfa6,a95f6fa2-f7b3-ead7-d00f-d30d4380757b,Mayfield XIII,,,400000000,USD,2012-05-02 00:34:29,2014-04-20 12:20:24
a34c63f0-c277-3e4b-bbfc-1868ca81596d,e6e29a84-b7e0-bea6-a094-142b604c1af3,Menlo Talent Fund,2011-09-13,,20000000,USD,2011-09-14 02:23:44,2014-04-20 12:20:32
93c87ab7-7cee-5c54-9941-104693dbbdba,d06b9c75-a21e-4e30-9f9b-c1736d943d8b,Plug & Play Ventures,2009-07-21,,,USD,2013-04-30 16:48:36,2014-04-20 12:19:46
d29973c3-95ec-691d-defd-6a6ba713c72a,b1c87416-0f9b-35c5-73e2-e39d096cded5,Redpoint Omega,2007-03-13,,250000000,USD,2009-02-02 13:06:49,2014-04-20 12:19:51
d29973c3-95ec-691d-defd-6a6ba713c72a,ceec4492-3f19-2b67-044c-f7efd430f247,Redpoint Omega II,2011-11-04,,400000000,USD,2011-11-05 02:49:44,2014-04-20 12:19:51
0c867fde-2b9a-df10-fdb9-66b74f355f91,83587995-13fe-470e-538e-7794cf1ff95b,Sequoia Capital US Venture 2010 Fund,2010-04-12,,,USD,2010-04-13 02:21:11,2014-04-20 12:20:29
0c867fde-2b9a-df10-fdb9-66b74f355f91,a3dd0061-2a2f-feb9-63db-5cb6c059ed40,Sequoia India III,2007-08-17,,300000000,USD,2014-05-12 09:06:05,2014-09-10 23:17:09
0c867fde-2b9a-df10-fdb9-66b74f355f91,cbb6644a-eafb-4686-5505-61f32e1c3638,Sequoia Israel Fourth Fund,2008-12-17,,200750000,USD,2008-12-18 22:04:42,2014-04-20 12:19:45
b08efc27-da40-505a-6f9d-c9e14247bf36,a4c20a11-5805-286e-210b-7666ccfa35dc,Sidecar funds,2011-10-31,,94000000,USD,2011-11-01 04:10:38,2014-04-20 12:19:51
93c87ab7-7cee-5c54-9941-104693dbbdba,11cf2dd9-83f2-4eea-cdc8-2b5569bafe9d,Startup Camp Fund,2009-11-02,,,USD,2013-04-30 16:55:00,2014-04-20 12:19:46
902deab4-ec41-68ce-d9df-c0c959578176,a90b8ad0-668a-b1d2-d5b4-162277a3e6df,SV Angel III,2011-05-05,,40000000,USD,2011-05-05 03:31:47,2014-04-20 12:20:16
902deab4-ec41-68ce-d9df-c0c959578176,5abca21a-98eb-b998-0d44-96c525e0476d,SV Angel IV,2012-08-30,,40000000,USD,2012-08-31 03:19:02,2014-04-20 12:19:58
f3716725-552d-b9b5-59ad-de4ec64b1751,286d3b80-fbbb-81a9-d500-c24fe23bdcd2,Ultrabook Fund,2011-08-10,,300000000,USD,2011-08-11 03:33:28,2014-04-20 12:20:27
ed24f9ce-2313-cb8c-8ff2-9de6899ea992,7e0e8502-3ec9-b4e9-91a8-ec994bb5f62f,Venrock V,2007-04-25,,600000000,USD,2009-01-28 09:33:38,2014-04-20 12:19:51
ed24f9ce-2313-cb8c-8ff2-9de6899ea992,51d1656f-539d-6980-5ffb-60eae9ced4ac,Venrock VI,2010-07-01,,350000000,USD,2012-11-08 00:18:14,2014-04-20 12:20:06
d29973c3-95ec-691d-defd-6a6ba713c72a,93453984-8e77-42eb-5db8-1e0b8a826711,ACE Redpoint Ventures China I,,2016-10-13,180000000,USD,2016-10-14 04:01:13.553711,2016-10-17 03:48:56.940547
e2006571-6b7a-e477-002a-f7014f48a7e3,25100b7f-6441-2d97-6396-f1d6587c2b92,Greylock Fund XV,,2016-10-10,1000000000,USD,2016-10-11 04:16:22.113257,2016-10-11 11:16:18.837376
56e40f50-97c7-2a77-255d-1d97d5f30646,cf09e4ec-6ac1-02b2-845a-43e0e207f568,500 Durians II,,2016-10-04,50000000,USD,2016-10-04 09:00:24.980432,2016-10-04 09:01:38.775445
56e40f50-97c7-2a77-255d-1d97d5f30646,01bc7ff1-da82-9627-d731-ffdf2b30d6ba,500 Durians Fund II,,2016-10-03,50000000,USD,2016-10-04 17:05:07.549927,2016-10-04 17:05:33.262946
56e40f50-97c7-2a77-255d-1d97d5f30646,a5030e1b-d1f4-056a-3594-10742b258ecc,500 Startups IV,2015-09-08,2016-09-08,49642857,USD,2015-09-08 21:30:43,2016-09-09 05:03:32.555453
043d9e52-dcc0-0dd8-6074-206e42e20e13,4953637a-0941-cae8-07b6-510decefaa53,First Round Capital VI,,2016-09-08,175000000,USD,2016-09-09 04:54:17.366216,2016-09-09 05:05:33.035501
56e40f50-97c7-2a77-255d-1d97d5f30646,9ed4348c-377d-6094-ce4d-e34e3b40201a,Japan fund,,2016-09-08,19500000,USD,2016-09-09 04:08:17.691748,2016-09-09 04:09:00.243452
01a2a666-577c-1673-eba6-74c02aaf2e80,d74d059d-4378-4052-ffaa-83b908520bd4,Crowdcube 2016 Fund,,2016-08-18,8000000,GBP,2016-10-05 09:46:52.036957,2016-10-05 09:49:19.266688
56e40f50-97c7-2a77-255d-1d97d5f30646,01bf8851-5285-f301-8f16-44de6c93294e,500 Luchadores II,,2016-07-22,10000000,USD,2016-07-23 03:20:05.654646,2016-07-23 03:20:27.891348
56e40f50-97c7-2a77-255d-1d97d5f30646,5f1ff0c4-66ca-1f88-1bc1-a24ec04fbb2a,500 TukTuks,2015-02-15,2016-07-12,8200000,USD,2015-02-16 07:14:51,2016-07-23 03:22:38.275644
343a0c91-d3b9-80fa-2330-cfde495decf1,534d3316-bfa4-aa93-962e-64dde6e2544c,IDG Capital Fund III,,2016-07-12,1000000000,USD,2016-07-13 03:22:38.140678,2016-07-13 04:22:33.901752
add1bcfe-41e3-7828-253b-d7c8694ed4ca,0fa11c0d-ed3a-6bba-075a-a8e5d9c3c70d,Polaris Partners VIII,,2016-07-12,,USD,2016-07-13 05:55:35.383003,2016-07-14 05:45:32.978028
